Date,HSI,SSE,FCHI,FTSE,GDAXI,DJI,IXIC
2019-08-22,3321.2700509713613,408.28048093953834,5975.988516420126,8648.104784029303,13028.38145508559,26252.240234375,7991.39013671875
2019-08-23,3339.242754385368,409.0855196042685,5904.311659990927,8692.722512483597,12870.216654630147,25628.900390625,7751.77001953125
2019-08-26,3274.341134419402,403.6039700890322,5962.671018124558,8696.873278649873,12990.61809063144,25898.830078125,7853.740234375
2019-08-27,3271.3921996006975,405.8836476454234,5981.667660302483,8664.873998787662,13024.672043700702,25777.900390625,7826.9501953125
2019-08-28,3264.532397969858,404.07741350163263,5954.020569683053,8739.129410228692,12976.47770633921,26036.099609375,7856.8798828125
2019-08-29,3277.1950396820894,404.02498138000357,6041.7604283270775,8778.148119964404,13124.415945774992,26362.25,7973.39013671875
2019-08-30,3278.7898878890533,404.0315812173356,6062.478097329266,8783.05611675221,13207.168973072201,26403.279296875,7962.8798828125
2019-09-02,3267.7341884536413,408.6400714083138,6037.833764126174,8854.235299720196,13139.343174389911,26260.6494140625,7918.52001953125
2019-09-03,3255.2728340332083,408.61105935941305,5995.469969387748,8770.287404775736,13064.451762207551,26118.01953125,7874.16015625
2019-09-04,3381.3829927213947,412.0103108721849,6071.191890419519,8839.680397510878,13196.927711850847,26355.470703125,7976.8798828125
2019-09-05,3381.780920522286,417.8892076024058,6172.26730278274,8906.41862760298,13381.865995201748,26728.150390625,8116.830078125
2019-09-06,3405.4326920713065,419.65951571587357,6184.73745614849,8974.649418276387,13455.171927820891,26797.4609375,8103.06982421875
2019-09-09,3403.239813287159,425.1395177490483,6159.369557061,8887.76981276809,13473.91962782899,26835.509765625,8087.43994140625
2019-09-10,3404.208080678711,424.26027648220025,6179.5916499265,8972.617554664612,13554.938605821924,26909.4296875,8084.16015625
2019-09-11,3464.2188689457535,423.0788537045446,6208.143994887591,9065.974623441694,13657.185459520664,27137.0390625,8169.68017578125
2019-09-12,3455.980463596613,425.98726281137334,6214.739883514471,9059.477585377637,13667.976435363296,27182.44921875,8194.4697265625
2019-09-13,3495.4618406470677,428.2033770491489,6253.96421980171,9083.678996860981,13788.04601963202,27219.51953125,8176.7099609375
